Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
85,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,
89,1,,,,,,,,,,,,,
90,,,,,,,,,,,,,,
91,,1,,,,,,,,,,,,
92,,,,,,,,,,,,,,
93,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,"Unión Nacional de Trabajadores (UNT), Frente Sindical Mexicano (FSM), Diálogo Nacional y el Comité Nacional de Organismos Rurales y Pesqueros (CONORP), Movimiento Urbano Popular (MUP), Sindicato Nacional de Trabajadores de la Universidad Nacional Autónoma de México (STUNAM), Alianza de Tranviarios de México (ATM), Coordinadora Nacional de Trabajadores de la Educación (CNTE), Sindicato Mexicano de Electricistas (SME)"
94,,,,,,,,,,,,,,
95,,,1,1,,,,,"Estados de México, Jalisco, Tlaxcala, Morelos, Guerrero, Distrito Federal",,,,,
96,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,
99,,,1,1,,,,,,,,,,"Calidad de la Educación (ACE), Trabajadores de la Educación (SNTE)"
100,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,
104,,,1,1,,,,,"Tuxtla Gutiérrez, Chiapas",10000+,,,,
105,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,
108,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Liga Mexicana de Defensa y Promoción de los Derechos Humanos (LIMEDDH)
109,,,,,,,,,,,,,,
110,,,1,1,,,,,Estado de Chiapas,,,,,Junta de Buen Gobierno (JBG)
111,,,,,,,,,,,,,,
112,,,1,1,,,,,,300+,,,,"Sobrecargos de AEROMEXICO, Mexicana de Aviación"
113,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,
118,,,1,,,1,,,,300~,,,,Movimiento Social de Izquierda (MSI)
119,,,,,,,,,,,,,,
120,,1,,,,,,,,,,,,
121,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,
124,,,1,,,1,,,"Zacatecas, Zacatecas",50~,,,,Docentes del Universidad Autónoma de Zacatecas (UAZ)
125,,,,,,,,,,,,,,
126,,,1,,,1,,,"Carlos A. Carrillo, Veracruz",,1,,,
127,,,,,,,,,,,,,,
128,,,1,,,,1,,"Chilpancingo de los Bravo, Guerrero",,,,,Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG)
129,,,,,,,,,,,,,,
130,,1,,,,,,,,,,,,
131,,,,,,,,,,,,,,
132,,,1,,,,1,,"Cuernavaca, Morelos",,,,,Trabajadores de la Educación (SNTE)
133,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,
138,,,1,,,,1,,"Oaxaca de Juárez, Oaxaca",,1,1,,Trabajadores de la Educación (SNTE)
139,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,
144,,,1,,,1,,,"Chilpancingo de los Bravo, Guerrero",,,,,Indígenas Mixtecos de la Costa Chica
145,,,,,,,,,,,,,,
146,,,1,1,,,,,"Heroica Veracruz, Veracruz",,,,,
147,,,,,,,,,,,,,,
148,,1,,,,,,,,,,,,
149,,,,,,,,,,,,,,
150,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Movimiento Proletario Independiente
151,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,
155,,,1,1,,,,,"Mangas, Hidalgo",,1,1,,Campesinos
156,,,,,,,,,,,,,,
157,,,1,,,1,,,"Tuxtla Gutiérrez, Chiapas",,,,,Estudiantes y maestros de la Facultad de Derecho de la Universidad Autónoma de Chiapas (UNACH)
158,,,,,,,,,,,,,,
159,,,1,1,,,,,"Chilpancingo de los Bravo, Guerrero",2000+,,,,
160,,,,,,,,,,,,,,
161,,1,,,,,,,,,,,,
162,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,
165,,,1,1,,,,,"Cuervavaca, Morelos",50000~,,,,
166,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,
170,,1,,,,,,,,,,,,
171,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,
174,,,1,1,,,,,Estado de Sinaloa,,,,,Campesinos
175,,,,,,,,,,,,,,
176,,1,,,,,,,,,,,,
177,,,,,,,,,,,,,,
178,,,1,1,,,,,"Chicomuselo, Chiapas",,,,,
179,,,,,,,,,,,,,,
180,,,1,1,,,,,"Ciudad de México, Distrito Federal",100~,,,,
181,,,,,,,,,,,,,,
182,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Unión de Asociaciones Civiles
183,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,
191,,1,,,,,,,,,,,,
192,,,,,,,,,,,,,,
193,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Comité Eureka y del Frente Nacional Contra la Represión (FNCR)
194,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,
202,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Red en Defensa de la Ciudad de México
203,,,,,,,,,,,,,,
204,,,1,1,,,,,"Chicoloapan, México",400~,,,,Federación de Recolectores de Basura del Valle de México No Asalariados y de la Confederación de Trabajadores de México (CTM)
205,,,,,,,,,,,,,,
206,,,1,,,,1,,"Zacatecas, Zacatecas",300~,1,1,,Movimiento Democrático Magisterial
207,,,,,,,,,,,,,,
208,,,1,,1,,,,"Matamoros, Tamaulipas",,,,,"Sindicato Nacional de Trabajadores Mineros, Metalúrgicos y Similares de la República Mexicana (SNTMMSRM)"
209,,,,,,,,,,,,,,
210,,1,,,,,,,,,,,,
211,,,,,,,,,,,,,,
212,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Movimiento Antorchista Nacional
213,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,
220,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Comité Mexicano de Solidaridad con Bolivia
221,,,,,,,,,,,,,,
222,,,1,,,1,,,"Oaxaca de Juárez, Mexico",,,,,Trabajadores del Universidad Autónoma Benito Juárez de Oaxaca (UABJO)
223,,,,,,,,,,,,,,
224,,,1,,,,1,,"Chilpancingo de los Bravo, Guerrero",,,,,Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG)
225,,,,,,,,,,,,,,
226,,1,,,,,,,,,,,,
227,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,
232,,,1,1,,,,,"Estado de Guerrero, Estado de Morelos",5000+,,,,
233,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,
243,,,1,,,1,,,"La Trinitaria, Chiapas",,,,,
244,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,
254,,1,,,,,,,,,,,,
255,,,,,,,,,,,,,,
256,,,1,,,,1,,"Cosamaloapan, Veracruz",,,,,"Unión Nacional de Productores Cañeros (UNPC), Confederación Nacional Campesina (CNC), Confederación Nacional de Productores Rurales (CNPR)"
257,,,,,,,,,,,,,,
258,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Frente Amplio Opositor a la Minera San Xavier
259,,,,,,,,,,,,,,
260,,,1,,,1,,,,1000+,,,,
261,,,,,,,,,,,,,,
262,,,1,1,,,,,"Santiago de Querétaro, Querétaro",,,,,Sindicato Único de Personal Académico de la Universidad Autónoma de Querétaro (SUPAUAQ)
263,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,
266,,1,,,,,,,,,,,,
267,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,
275,,,1,1,,,,,"Monterrey, Nuevo León",50,,1,,
276,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,
279,,,1,1,,,,,"Morelia, Michoacán",8000+,,,,Coordinadora Nacional de Trabajadores de la Educación (CNTE)
280,,,,,,,,,,,,,,
281,,1,,,,,,,,,,,,
282,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,
291,,,1,,,,1,,"Creel, Chihuahua",,,,,
292,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,
295,,,1,,1,,,,"Morelia, Michoacán",,,,,Trabajadores de la Secretaría de Salud
296,,,,,,,,,,,,,,
297,,,1,,,,1,,"Chimalhuacán, México",200~,,,,Federación Social Unidos por la Justicia
298,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,
304,,1,,,,,,,,,,,,
305,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,
310,,1,,,,,,,,,,,,
311,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,
319,,,1,1,,,,,,100+,,,,Frente de San Salvador Atenco
320,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,
323,,,1,,1,,,,"Torreón, Coahuila",,,,,"Sindicato Nacional de Trabajadores Mineros, Metalúrgicos y Similares de la República Mexicana (SNTMMSRM)"
324,,,,,,,,,,,,,,
325,,1,,,,,,,,,,,,
326,,,,,,,,,,,,,,
327,,,1,,,,,1,Estado de Morelos,12+,,,,
328,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,
333,,1,,,,,,,,,,,,
334,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,
339,,,1,,1,,,,"La Paz, Baja California Sur",,,,,Sindicato del Personal Académico de la Universidad Autónoma de Baja California Sur (UABCS)
