Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
340,,,,,,,,,,,,,,
341,,,1,,,1,,,"Chilpancingo de los Bravo, Guerrero",,,,,Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG)
342,,,,,,,,,,,,,,
343,,1,,,,,,,,,,,,
344,,,,,,,,,,,,,,
345,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,"Estudiantes del Universidad Nacional Autónoma de México (UNAM), Estudiantes del Universidad Autónoma Metropolitana (UAM)"
346,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,
353,,,1,,,1,,,"Huauchinango, Puebla",1000+,,,,Trabajadores de la Educación (SNTE)
354,,,,,,,,,,,,,,
355,,1,,,,,,,,,,,,
356,,,,,,,,,,,,,,
357,,,1,1,,,,,"Morelia, Michoacán",,,,,
358,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,
365,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,"Sindicato Nacional de Trabajadores de la Universidad Nacional Autónoma de México (STUNAM), Sindicato Nacional Independiente de Trabajadores del Colegio de Bachilleres (SNTCB)"
366,,,,,,,,,,,,,,
367,,,1,,,1,,,,100+,,,,Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG)
368,,,,,,,,,,,,,,
369,,1,,,,,,,,,,,,
370,,,,,,,,,,,,,,
371,,,1,1,,,,,"San Cristóbal de las Casas, Chiapas",1000+,,,,Evangélicos
372,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,
381,,1,,,,,,,,,,,,
382,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,
385,,,1,1,,,,,Estado de Morelos,,,,,Trabajadores de la Educación (SNTE)
386,,,,,,,,,,,,,,
387,,1,,,,,,,,,,,,
388,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,
397,,,1,,,,1,,"Cuernavaca, Morelos",,1,,,Trabajadores de la Educación (SNTE)
398,,,,,,,,,,,,,,
399,,,1,1,,,,,"Ciudad de México, Distrito Federal",,1,,,Frente Nacional de Productores y Consumidores de Leche (FNPL)
400,,,,,,,,,,,,,,
401,,1,,,,,,,,,,,,
402,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,
412,,,1,1,,,,,"Benemérito de las Américas, Chiapas",,,,,Movimiento Campesino Revolucionario Independiente
413,,,,,,,,,,,,,,
414,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,Coordinadora Nacional de Trabajadores de la Educación (CNTE)
415,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,
418,,1,,,,,,,,,,,,
419,,,,,,,,,,,,,,
420,,,1,1,,,,,"Ciudad de México, Distrito Federal",12+,,,,Agencia Federal de Investigación (AFI)
421,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,
425,,,1,,,1,,,"Madera, Chihuahua",100+,,,,Campesinos
426,,,,,,,,,,,,,,
427,,,1,,,1,,,Estado de Chiapas,,,,,Trabajadores de la Secretaría de Salud (SSA)
428,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,
431,,,1,,,,1,,Estado de Morelos,,,,,
432,,,,,,,,,,,,,,
433,,1,,,,,,,,,,,,
434,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,
442,,,1,,,,1,,"Samalayuca, Chihuahua",12+,,,,
443,,,,,,,,,,,,,,
444,,,1,1,,,,,"Ciudad de México, Distrito Federal",100+,,,,
445,,,,,,,,,,,,,,
446,,1,,,,,,,,,,,,
447,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,
450,,,,,,,,,"Ciudad de México, Distrito Federal",,,,,Sindicato Nacional de Trabajadores de la Universidad Nacional Autónoma de México (STUNAM)
451,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,
459,,1,,,,,,,,,,,,
460,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,
465,,,1,,1,,,,Estado de Morales,20000+,,,,Coordinadora Nacional de Trabajadores de la Educación (CNTE)
466,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,
473,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,
474,,,,,,,,,,,,,,
475,,1,,,,,,,,,,,,
476,,,,,,,,,,,,,,
477,,,1,1,,,,,"Ciudad de México, Distrito Federal",,,,,
478,,,,,,,,,,,,,,
479,,,1,1,,,,,"Pasta de Conchos, Coahuila",,,,,
480,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,
489,,1,,,,,,,,,,,,
490,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,
493,,,1,,,1,,,"El Marqués, Querétaro",,1,,,
494,,,,,,,,,,,,,,
495,,,1,,,1,,,"Tijuana, Baja California",400,,,,Trabajadores de la Educación (SNTE)
496,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,
500,,,1,1,,,,,"Cuautla, Morelos",,,,,
501,,,,,,,,,,,,,,
502,,1,,,,,,,,,,,,
503,,,,,,,,,,,,,,
504,,,1,1,,,,,"Ciudad de México, Distrito Federal",200,1,,,Agencia Federal de Investigación (AFI)
505,,,,,,,,,,,,,,
506,,,1,1,,,,,"Sotepan, Veracruz",,,,1,
507,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,
510,,,1,,,,1,,"La Venta, Oaxaca",,,,,Unión de Comunidades Indígenas de la Zona Norte del Istmo (UCIZONI)
511,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,
517,,,1,1,,,,,"Cuautla, Morelos",6000+,,,,Trabajadores de la Educación (SNTE)
518,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,
