Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
92,,,1,1,,,,,Estado Zulia,3000~,,,,Empleados del Instituto Nacional del Menor
93,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,
96,,1,,,,,,,,,,,,
97,,,,,,,,,,,,,,
98,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",,,,,Simpatizantes del Oposición
99,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,
103,,1,,,,,,,,,,,,
104,,,,,,,,,,,,,,
105,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",1000+,,,,Petróleos de Venezuela SA (PDVSA)
106,,,,,,,,,,,,,,
107,,1,,,,,,,,,,,,
108,,,,,,,,,,,,,,
109,,,1,,,1,,,"Maracaibo, Zulia",,,,,Simpatizantes del Oposición
110,,,,,,,,,,,,,,
111,,1,,,,,,,,,,,,
112,,,,,,,,,,,,,,
113,,,1,1,,,,,,,,1,,
114,,,,,,,,,,,,,,
115,,1,,,,,,,,,,,,
116,,,,,,,,,,,,,,
117,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",10000+,,,,Simpatizantes del Gobierno
118,,,,,,,,,,,,,,
119,1,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
121,,1,,,,,,,,,,,,
122,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,
126,,,1,,,,1,,"Valencia, Carabobo",,1,1,,Simpatizantes del Oposición
127,,,,,,,,,,,,,,
128,,1,,,,,,,,,,,,
129,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,
132,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",,,1,,Simpatizantes del Gobierno/Simpatizantes del Oposición
133,,,,,,,,,,,,,,
134,,1,,,,,,,,,,,,
135,,,,,,,,,,,,,,
136,,,1,,,1,,,"Maracaibo, Zulia",,,,,
137,,,,,,,,,,,,,,
138,,1,,,,,,,,,,,,
139,,,,,,,,,,,,,,
140,,,1,1,,,,,"Machiques, Zulia",,1,1,,Coordinadora Democrática (CD)
141,,,,,,,,,,,,,,
142,,1,,,,,,,,,,,,
143,,,,,,,,,,,,,,
144,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",2000+,,,,
145,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,
150,,1,,,,,,,,,,,,
151,,,,,,,,,,,,,,
152,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",1000+,,,,Simpatizantes del Oposición
153,,,,,,,,,,,,,,
154,,1,,,,,,,,,,,,
155,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,
158,,1,,,,,,,,,,,,
159,,,,,,,,,,,,,,
160,,,1,,,,,1,"Santiago de León de Caracas, Distrito Capital",300+,,,,Presos del Centro Penitenciario Yare II
161,,,,,,,,,,,,,,
162,,1,,,,,,,,,,,,
163,,,,,,,,,,,,,,
164,,,1,,1,,,,,19000+,,,,Empleados del Instituto Nacional del Menor
165,,,,,,,,,,,,,,
166,,1,,,,,,,,,,,,
167,,,,,,,,,,,,,,
168,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",,,,,
169,,,,,,,,,,,,,,
170,,1,,,,,,,,,,,,
171,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,
179,1,,,,,,,,,,,,,
180,,,,,,,,,,,,,,
181,,1,,,,,,,,,,,,
182,,,,,,,,,,,,,,
183,,,1,1,,,,,"Maracaibo, Zulia",,,,,
184,,,,,,,,,,,,,,
185,,1,,,,,,,,,,,,
186,,,,,,,,,,,,,,
187,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",100+,,,,
188,,,,,,,,,,,,,,
189,,1,,,,,,,,,,,,
190,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,
193,,1,,,,,,,,,,,,
194,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,
198,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",,,,,Simpatizantes del Gobierno
199,,,,,,,,,,,,,,
200,,1,,,,,,,,,,,,
201,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,
204,,,1,1,,,,,"Maracaibo, Zulia",,,,,
205,,,,,,,,,,,,,,
206,,1,,,,,,,,,,,,
207,,,,,,,,,,,,,,
208,,,1,,1,,,,,,,,,Sindicato Único de Trabajadores de la Industria Siderúrgica y sus Similares (SUTISS)
209,,,,,,,,,,,,,,
210,,1,,,,,,,,,,,,
211,,,,,,,,,,,,,,
212,,,1,,1,,,,,,,,,Empleados del Siderúrgica del Orinoco (SIDOR)
213,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,
219,,1,,,,,,,,,,,,
220,,,,,,,,,,,,,,
221,,,1,1,,,,,"Santiago de León de Caracas, Distrito Capital",,1,1,,Confederación de Trabajadores de Venezuela (CTV)
222,,,,,,,,,,,,,,
223,,1,,,,,,,,,,,,
224,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,
227,,1,,,,,,,,,,,,
228,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,
